ID,EmployeeID,Timesheet Record Date,Topic,Working Hours,Category,Sub-Category,Detail
3537,2,3/25/2022,Kesme Bağlama İşlemleri (kesilmesi yasak olan aboneler),1,İnceleme,Toplantı (Şirket Yöneticileri),arda bey ile toplantı
6566,26,7/1/2022,Sözleşme Süreci ve Fatura Onay Mekanizması,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,Mola
8607,15,9/19/2022,Özbekistan Santral Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
11227,18,1/10/2023,EDAŞ-Planlı Bakım Denetimi,2.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma Kağıtlarının hazırlanması
1325,5,2/4/2022,Elektrik ekibi ile devam eden denetimler ile ilgili toplantı yapılmıştır.,1,İdari,Toplantı,Elektrik ekibi ile devam eden denetimler ile ilgili toplantı yapılmıştır.
3289,29,3/22/2022,Ordu-Giresun Doğal Gaz Dağıtım A.Ş.,2,İnceleme,Merkez'den Denetim,Sigorta Süreci
13789,11,5/18/2023,Stok Yönetimi ve Hurda Süreci Denetimi,1,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,Mola
10649,8,12/9/2022,Yıllık İzin,8.5,Diğer,Diğer Kişisel İşler,Yıllık İzin
9143,2,10/6/2022,Sözleşmeli Alımlar Fatura Onay Mekanızması ve Ödeme Denetimi- Tüm Sektörle,4.5,Ön Hazırlık,Data Temini&Data Hazırlama,data temini ve inceleme
1291,13,2/3/2022,Elazığ Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,İnceleme,Çalışma Kağıtlarının Kontrolü,Ekip ÇK.'ları kontrol edildi
6540,25,6/30/2022,QAR,8.5,İdari,İdari-Diğer,QAR-Denetim Dosyalarının Gözden Geçirilmesi
5023,26,5/16/2022,Bolu Göynük Termik Santrali - Santral Müdür Yardımcısı Hakkında İddialar,1.5,İnceleme,Toplantı (Ekip İçi),Samet Yavuz ile denetim raporunun üzerinden geçilmesi ve toplantıya hazırlık
13071,3,4/12/2023,Düzce-Ereğli Doğalgaz Dağıtım A.Ş,3.5,İnceleme,Çalışma Kağıtlarının Kontrolü,Çalışma kağıtlarının kontrolü
12924,8,3/29/2023,Aksa Satış ve Pazarlama A.Ş. Çorlu Şube Denetimi,7,İnceleme,Merkez'den Denetim,"periyodik kontrollerin aksaması nedeniyle, fatura ve sözleşmelerden kaynaklı kayıpların incelenmesi"
401,14,1/11/2022,2022 YILI DENETIM PLANI-ELEKTRİK SEKTÖR DENETİMİ,1,Diğer,Sektörel Analiz Çalışmalarının Yapılması,Akro Grup Elektrik Birimi Toplantı0
10644,3,12/8/2022,İdari,8.5,İdari,Diğer,2023 denetim planı kapsamında araştırmalar
2868,9,3/11/2022,Diğer-Telefon&Mail Trafiği-Time Report Girişi,1,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği-Time Report Girişi
5995,2,6/13/2022,mola,0.5,Diğer,Diğer Kişisel İşler,mola dinlenme vb.
13114,18,4/14/2023,Bağlantı Operasyon Süreçleri Denetimi,7,Rapor Yazımı,Nihai Raporun Oluşturulması,Bağlantı Operasyon Süreçleri Denetimi Nihai raporun oluşturulması
8443,5,9/12/2022,Cookshop Şirket Denetimi,8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Gözen hanımın talebi doğrultusunda tüm kanallardan gelen müşteri şikayetleri incelenmiştir.
9301,2,10/14/2022,Cookshop Şirket Denetimi,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,rapor yazım
12120,29,2/16/2023,CRM ve ISU Yetkilendirme Süreci,8.5,İnceleme,Merkez'den Denetim,FICA VE SD Matrisi rol ve işlem kodu inceleme
534,29,1/17/2022,Siirt-Batman Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,Ön Hazırlık,Toplantı (Ekip İçi),Ekip içi görüşmeler
1379,21,2/7/2022,Kesme Bağlama İşlemleri (kesilmesi yasak olan aboneler),4,İnceleme,Merkez'den Denetim,Planlı ve planısız kesinti durumlarında bildirim sürecinin incelenmesi
6583,1,7/1/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,3,Ön Hazırlık,Data Temini&Data Hazırlama,Süreçlere ilişkin SAP sisteminden dataların çekilmesi
5490,5,5/27/2022,EPSAŞ - Kalite Tazminat Ödemeleri,3,İnceleme,Merkez'den Denetim,Gerekli kontroller yapılarak test sonuçlandırılmıştır.
13952,7,6/1/2023,Gider Denetimi,8.5,Rapor Yazımı,Taslak Rapor Yazımı,Taslak rapor oluşturma
13347,26,4/12/2023,Mola,1,Diğer,Diğer Kişisel İşler,Mola
10522,18,12/5/2022,EDAŞ-Planlı Bakım Denetimi,2.5,Ön Hazırlık,Doküman Tarama,Planlı Bakım denetimi döküman tarama
3819,6,4/1/2022,İdari İşler Süreç Denetimi,3.5,İnceleme,Çalışma Kağıtlarının Kontrolü,"Trafik cezalarıyla ilgili ik ve muhasebeyle görüşüldü, çalışma kağıdı revize edildi"
3640,6,3/29/2022,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü,1,İdari,Diğer,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü
1163,9,2/2/2022,Enerji Sektörü Denetimi,4,Ön Hazırlık,Doküman Tarama,Enerji denetimiyle ilgili Antalya ve Kıbrıs santrallerinden gelen dökümanların incelenmesi
13716,9,5/16/2023,Holding Teknik Satınalma Denetimi,8.5,Ön Hazırlık,Data Temini&Data Hazırlama,Dökümanların incelenmesi + ekip içi ve sektör yetkilileriyle toplantılar + mola
3684,15,3/29/2022,Enerji - Lojistik ve Gümrük Müdürlüğü İddialar,1,İnceleme,Toplantı (Ekip İçi),rapora konu olabilecek konular ile ilgili ekip içi toplantı
13566,18,5/4/2023,MTA Bağlantı Görüşü ve Stok Farkları,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Nihai raporun oluşturulması
5415,8,5/25/2022,Aksa Satış ve Pazarlama A.Ş. Adana Şubesi Olağan Denetim - Tam Kapsam,2,İnceleme,Merkez'den Denetim,Yerel satın alma
4611,25,4/22/2022,İdari&Diğer,7.5,İdari,İdari-Diğer,QAR
9286,9,10/13/2022,Doğalgaz Denetimi taslak rapor yazımı,2.5,Diğer,Sektörel Analiz Çalışmalarının Yapılması,Doğalgaz Denetimi taslak rapor yazımı
8027,26,8/18/2022,Özbekistan Santral Denetimi,8.5,İnceleme,Sahada Denetim,Stok sayımı yapıldı
6976,18,7/20/2022,Cookshop Şirket Denetimi,8.5,Ön Hazırlık,Doküman Tarama,Dökümanların incelenmesi
4729,15,4/28/2022,İhale Usulü Yapılan Satın Alma İşlemlerinin İncelenmesi,3,Rapor Yazımı,Taslak Rapor Yazımı,yapılan incelemeler doğrultusunda taslak rapor yazımı
9102,1,10/4/2022,"Bulgu takip sisteminden bulgu girişlerini yapmayan kullanıcıların listesi çıkarılıp, gerek telefonla gerek ise mail ortamında hatırlatma yapıldı.",1,İdari,Diğer,"Bulgu takip sisteminden bulgu girişlerini yapmayan kullanıcıların listesi çıkarılıp, gerek telefonla gerek ise mail ortamında hatırlatma yapıldı."
13726,3,5/17/2023,Afyon Doğalgaz Dağıtım A.Ş.,5,Rapor Yazımı,Nihai Raporun Oluşturulması,Gelen cevaplar üzerinden toplantı yapılarak nihai raporun oluşturulması
13463,29,4/26/2023,Gider Denetimi,8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Gider denetimi kapsamında masrafların incelenmesi
7952,12,8/24/2022,Özbekistan Santral Denetimi,8.5,İnceleme,Toplantı (Ekip İçi),"güncel durum üzerinden görüşüldü, iş paylaşımı yapıldı ve çalışmalara devam edildi"
14525,4,6/23/2023,EDAŞ Saha Operasyonları İSG Süreçleri Denetimi,7.5,İnceleme,Toplantı (Ekip İçi),"2022, 2023 yıllarında yapılan denetimler ve QDMS sisteminde açılan aksiyonların kontrolü, personel görev ve unvan bazında ayrıştırılarak mükerrer kayıtların incelenmesi."
1697,9,2/14/2022,Enerji Sektörü Denetimi,3,Ön Hazırlık,Doküman Tarama,Kıbrıs Kalecik Enerji Santrali yetkililierden alınan dökümanların incelenmesi
4201,8,4/11/2022,QR çalışmaları kapsamında çalışma,2,İdari,Diğer,QR çalışmaları kapsamında çalışma
3798,12,3/31/2022,Enerji - Lojistik ve Gümrük Müdürlüğü İddialar,4,Rapor Yazımı,Taslak Rapor Yazımı,Taslak rapor yazımına devam edildi
9877,8,7/1/2022,Garanti ve Müşteri Memnuniyeti Kapsamında Yapılan İade İşlemlerinin İncelenmesi,4,İnceleme,Merkez'den Denetim,SAP üzerinden çekilen iadelerin incelenmesi
1529,3,2/10/2022,Diğer,1,Diğer,Diğer Kişisel İşler,Detay yoktur.
13568,11,5/5/2023,Stok Yönetimi ve Hurda Süreci Denetimi,7.5,Rapor Yazımı,Taslak Rapor Yazımı,Taslak rapor üzerinde çalışılmıştır.
2928,21,3/14/2022,EDAŞ - Elazığ Taşınan Sayaçların İncelenmesi,0.5,Ön Hazırlık,Risk Kontrol Matrisinin Hazırlanması,Diğer Kişisel İşler
6434,26,6/28/2022,ATK Sigorta Denetimi,4.5,İnceleme,Çalışma Kağıtlarının Kontrolü,Pelin Sezer tarafından hazırlanan çalışma kağıtlarının kontrol çalışmaları
14582,8,6/28/2023,Bayram İzni,8.5,Diğer,Diğer Kişisel İşler,Bayram İzni
11867,7,2/6/2023,Vergi Hesabı Süreçleri Kontrol Denetimi,8.5,Ön Hazırlık,Süreç Haritalandırma (Walkthrough),Denetim planı oluşturulması
7967,3,8/26/2022,İş Avanslarının Kullanımı  ve Yerel Satın Almaların İncelenmesi,2.5,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,Çelik Bey ve Alper Bey ile toplantı
14529,4,6/22/2023,"Kişisel - Dinlenme, Mola, Telefon vb.",1,Diğer,Diğer Kişisel İşler,"Kişisel - Dinlenme, Mola, Telefon vb."
14471,30,6/14/2023,Diğer,0.5,Diğer,Diğer Kişisel İşler,Mola vs
6697,1,7/6/2022,Garanti ve Müşteri Memnuniyeti Kapsamında Yapılan İade İşlemlerinin İncelenmesi,2,Ön Hazırlık,Toplantı (Ekip İçi),Çalışmaların Belirlenmesi ve Dataların Hazırlanması
4549,12,4/21/2022,EPSAŞ - Kalite Tazminat Ödemeleri,2,İnceleme,Toplantı (Ekip İçi),Raporda yer alacak bulgular üzerinden konuşuldu
3963,9,4/5/2022,Sağlık raporlu (Endoskopi işlemi nedeniyle),8.5,Diğer,Diğer Kişisel İşler,Sağlık raporlu (Endoskopi işlemi nedeniyle)
5560,16,5/30/2022,İdari&Diğer,4.5,İdari,Diğer,QAR kapsamında ki çalışmalar
1701,9,2/14/2022,Timereporting konusunda excel ve sistem üzerinden veri işleme,0.5,Diğer,Ortak Alan Çalışması,Timereporting konusunda excel ve sistem üzerinden veri işleme
14306,6,6/15/2023,Güvence Bedeli Alım ve İade Süreci Denetimi,8.5,Rapor Yazımı,Taslak Rapor Yazımı,taslak rapor oluşturulması
6844,18,7/11/2022,Resmi Tatil,8.5,İdari,Diğer,Resmi Tatil
14657,15,7/10/2023,Lojistik Operasyonları Süreci Denetimi,8.5,Rapor Yazımı,Taslak Rapor Yazımı,"lojistik departmanı içerisinde değerlendirilen insan kaynakları süreçlerindeki eksiklere ilişkin bulguların yazımı,
taslak rapora ilişkin maddelerin taslaklarının oluşturulması, ekip için toplantı"
132,12,1/5/2022,EDAŞ- Fırat Bölgesi Malatya İl Müdürlüğü Yusuf Özdemir Hakkında İddialar (Soruşturma),3,Ön Hazırlık,Toplantı (Ekip İçi),Tuğrul ile gelen ihbarda yer alan kişilerin başvuruları incelendi
6970,16,7/20/2022,İdari&Diğer,5.5,İdari,Diğer,QAR kapsamında çalışma kağıtları kontrolü
607,26,1/18/2022,Diğer,1,Diğer,Diğer Kişisel İşler,"Sigara, wc, gazete okuma, vb."
1880,26,2/17/2022,İhale Usulü Yapılan Satın Alma İşlemlerinin İncelenmesi,5.5,İnceleme,Merkez'den Denetim,Tedarik zinciri departmanından şimdiye kadar temin edilen belgelerin incelenmesi çalışmaları
2447,9,3/3/2022,ENERJİ SEKTÖR TEKNİK DENETİM-ANTALYA SANTRAL,4,Ön Hazırlık,Doküman Tarama,Antalya Enerji Santrali doküman inceleme
14311,6,6/19/2023,Güvence Bedeli Alım ve İade Süreci Denetimi,2.5,Ön Hazırlık,Toplantı (Ekip İçi),Bölgelerle ve ekiple toplantı
3634,25,3/28/2022,Telefon&Mail Trafiği,2,Diğer,Telefon&Mail Trafiği,Telefon&Mail Trafiği
8299,27,9/7/2022,Verilen Teminat Mektupları Denetimi,4,İnceleme,Merkez'den Denetim,Aktif olmayan verilen teminat mektuplarının tespit edilmesi ve komisyon ödenmesinin engellenmesi süreci
2393,6,3/2/2022,İdari İşler Süreç Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
5703,30,6/1/2022,Aksa Satış ve Pazarlama A.Ş. Antalya Şubesi Olağan Denetim - Tam Kapsam,6.5,İnceleme,Çalışma Kağıtlarının Kontrolü,Ekip çalışma kağıtlarının kontrol edilmesi
2459,5,3/3/2022,Eski RKM ler güncellenmiştir,1,İdari,Diğer,Eski RKM ler güncellenmiştir
954,3,1/27/2022,Siirt-Batman Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Merkez'den Denetim,Güvence Bedeli Alım Süreci İnceleme
6987,6,7/22/2022,Suistimal İnceleme & Soruşturma ve Sorgulama Teknikleri,8.5,İdari,Diğer,Suistimal İnceleme & Soruşturma ve Sorgulama Teknikleri
15095,3,8/7/2023,Ağrı Doğalgaz Dağıtım A.Ş.,8.5,İnceleme,Merkez'den Denetim,Açıklamaların incelenmesi
13863,3,5/26/2023,Gaz Açma ve Kapama Operasyonları Denetimi,5.5,İnceleme,Çalışma Kağıtlarının Kontrolü,Çalışma kağıtlarının kontrolü
11919,18,2/10/2023,EDAŞ-Planlı Bakım Denetimi,8.5,Ön Hazırlık,Doküman Tarama,2021 ve 202 bağlantı görüşlerinin incelenmesi + mola
10188,13,11/17/2022,Doğal Gaz Hukuk Süreçlerinin İncelenmesi,8.5,İnceleme,Merkez'den Denetim,İcradan Tahsilat Süreci
2384,29,3/2/2022,Karadeniz Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,İnceleme,Çalışma Kağıtlarının Hazırlanması,Karadeniz Çalışma kağıtlarının hazırlanması
3796,12,3/30/2022,Enerji - Lojistik ve Gümrük Müdürlüğü İddialar,3.5,Rapor Yazımı,Taslak Rapor Yazımı,Taslak rapor yazımına başlandı
10054,21,11/11/2022,Sözleşmeli Alımlar Fatura Onay Mekanızması ve Ödeme Denetimi- Tüm Sektörle,3,Rapor Yazımı,Nihai Raporun Oluşturulması,Nihai rapor ile ilgili düzenlemelerin yapılması
10106,9,11/16/2022,"Aksa Çukurova, Karadeniz, Ordu Giresun Doğalgaz Dağıtım A.Ş 2022 Yılı Yatırımları Denetimi",3.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Denetim raporu ve kapanış toplantı tutanakları düzenlendi + Mola
10247,26,11/17/2022,Enerji Ticaret Süreçleri Denetimi,8.5,Ön Hazırlık,Data Temini&Data Hazırlama,DATA TEMİNİ ve süreç bilgi çalışmaları
14195,4,6/6/2023,IK - Oryantasyon,1,İdari,Toplantı,IK - Oryantasyon
11869,26,2/3/2023,İdari&Diğer,8.5,İdari,Diğer,Kurumsal Yönetişim Projesi Sunum&Toplantı&Denetim Dosya Kontrolü (IEC)
10386,7,11/28/2022,Turquality Destek Programları Denetimi,4.5,İnceleme,Toplantı (Şirket Yöneticileri),Pazarlama ekibi ile toplantı
10359,6,11/25/2022,Doğal Gaz Hukuk Süreçlerinin İncelenmesi,2,İnceleme,Toplantı (Ekip İçi),Doğalgaz ekibiyle toplantı
4853,21,5/10/2022,"THY Mevzuatı, EPSAŞ-EDAŞ Hukuki Ayrışması ve EPSAŞ Ana İş Kolu Dışındaki Faaliyetlerinin İncelenmesi (Rekabet Kanunu)",4,İnceleme,Merkez'den Denetim,EDAŞ ve EPSAŞ'ın temel mail grupları belirlenip incelenmesi
13990,12,5/8/2023,MTA Bağlantı Görüşü ve Stok Farkları,8.5,İnceleme,Toplantı (Şirket Yöneticileri),Rapor yazımı finalize edilerek yönetim toplantısı gerçekleştirildi.
13807,25,5/18/2023,Gider Denetimi,8.5,İnceleme,Toplantı (Ekip İçi),Ek rapor tablolarının hazırlanması
12475,25,3/8/2023,İdari&Diğer,8.5,İdari,Diğer,Raporlu
10897,12,12/15/2022,Enerji Ticaret Süreçleri Denetimi,8.5,İnceleme,Toplantı (Ekip İçi),Güncel durum üzerinden görüşüldü
3345,30,3/21/2022,Faturalandırma Denetimi (Jeneratör),3,Rapor Yazımı,Taslak Rapor Yazımı,Bulgu formatlarının düzenlenmesi
7828,27,8/22/2022,Verilen Teminat Mektupları Denetimi,0.5,Ön Hazırlık,Doküman Tarama,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)"
2554,14,3/4/2022,Diğer-Telefon&Mail Trafiği,1,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği
4279,12,4/13/2022,Bolu Göynük Termik Santrali - Santral Müdür Yardımcısı Hakkında İddialar,4,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,Disiplin Kurulu'na sunulacak rapor finalize edildi
11932,3,2/13/2023,CRM ve ISU Yetkilendirme Süreci,1,İnceleme,Toplantı (Ekip İçi),Gözen Hanım ile toplantı
8148,13,9/1/2022,Etik Hat Kayıt İnceleme,8.5,Diğer,Ortak Alan Çalışması,Etik Hat Kayıt İnceleme
2553,14,3/4/2022,MOLA,1,Diğer,Diğer Kişisel İşler,MOLA
13435,9,4/28/2023,Holding Teknik Satınalma Denetimi,8.5,Ön Hazırlık,Doküman Tarama,Döküman inceleme ve tablo düzenleme + mola
1885,8,2/17/2022,Faturalandırma Denetimi (Jeneratör),8,İnceleme,Merkez'den Denetim,Sistem Entegrasyonu
3103,9,3/17/2022,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)",1,Diğer,Diğer Kişisel İşler,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)"
9595,6,10/25/2022,"İmza, dosya süreçleri",2.5,İdari,Diğer,"İmza, dosya süreçleri"
9554,7,10/24/2022,Koni Teknik Mükerrer ödeme yapılması konusu,4.5,İdari,Diğer,Koni Teknik Mükerrer ödeme yapılması konusu
7645,13,8/15/2022,İş Avanslarının Kullanımı  ve Yerel Satın Almaların İncelenmesi,5,Rapor Yazımı,Taslak Rapor Değerlendirme,İş Avanslarının Kullanımı ve Yerel Satın Alımların İncelemesi Taslak Rapor  Yazımı ve Değerlendirmesi
10702,27,12/13/2022,Gelecek Yıl Gerçekleştirilecek Denetimlere İlişkin Planlama Çalışmalarının Yapılması,8,Diğer,Sektörel Analiz Çalışmalarının Yapılması,Gelecek Yıl Gerçekleştirilecek Denetimlere İlişkin Planlama Çalışmalarının Yapılması
9620,27,10/27/2022,Turquality Destek Programları Denetimi,8,İnceleme,Merkez'den Denetim,"Turquality programı süreçleri ile ilgilenen personellerin iş analizleri yapılır. Süreçlerin sağlık bir şekilde ilerlediğinin kontrolü sağlanır. Programda kullanılan sistem analiz edilir, süreçlerin iyileştirilmesi için görüşler ve risk unsurları belirlenir."
4588,9,4/22/2022,Doğalgaz Yatırımları Sözleşme Süre Uzatımları Denetimi,1,Ön Hazırlık,Toplantı (Ekip İçi),"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)"
4380,6,4/18/2022,"2021 KVKK denetim dosyasının düzenlenmesi, çalışma kağıtlarının düzenlenmesi",1.5,İdari,Diğer,"2021 KVKK denetim dosyasının düzenlenmesi, çalışma kağıtlarının düzenlenmesi"
14475,30,6/8/2023,Diğer,0.5,Diğer,Diğer Kişisel İşler,Mola vs
4408,26,4/18/2022,Geçmiş yıl denetimleri,2,Bulgu Takip Çalışmaları,Bulgu Takip Çalışmaları,Antalya Denetimi kapsamındaki bulgularla ilgili aksiyon takip çalışmaları ve görüşmeler
4471,30,4/19/2022,Çerkezköy Fabrika Stok Sayımı ve Sayım Sonuçlarının Değerlendirilmesi,2,İnceleme,Toplantı (Şirket Yöneticileri),"Sayım farklarına ilişkin değerlendirme, stok yaşlandırma raporunun temini ve değerlendirilmesi / Barış Polat"
1254,3,2/3/2022,Siirt-Batman Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Merkez'den Denetim,Masraf Takip Süreci İnceleme
5953,8,6/10/2022,Aksa Satış ve Pazarlama A.Ş. Adana Şubesi Olağan Denetim - Tam Kapsam,1.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Ekip ile kahvaltı+mola
11528,29,1/24/2023,Stok Takip Denetimi,4.5,İnceleme,Sahada Denetim,Çorlu stok sayımı ve çalışmaların yapılması
8951,13,9/28/2022,Doğal Gaz Hukuk Süreçlerinin İncelenmesi,2.5,İnceleme,Toplantı (Ekip İçi),Feragat Dosyaları Ekip İçi Toplantı
2531,2,3/4/2022,EPSAŞ - Kalite Tazminat Ödemeleri,5,Ön Hazırlık,Risk Kontrol Matrisinin Hazırlanması,epsaş-kalite tazminat ödemeleri rkm hazırlandı
791,8,1/24/2022,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)",1,Diğer,Diğer Kişisel İşler,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)"
15184,26,7/25/2023,Jeneratör Gana Ofis Denetimi,8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,yerinde inceleme çalışmaları
985,29,1/28/2022,Elazığ Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,İnceleme,Merkez'den Denetim,Bütçe Süreci
1472,21,2/9/2022,Kesme Bağlama İşlemleri (kesilmesi yasak olan aboneler),4,İnceleme,Merkez'den Denetim,Kesme istisnası tanımlanma işlemlerinin incelenmesi
12759,8,3/8/2023,Aksa Satış ve Pazarlama A.Ş. Çorlu Şube Denetimi,2,İnceleme,Merkez'den Denetim,Teminat Yönetiminin İncelenmesi
11726,6,1/26/2023,CRM ve ISU Yetkilendirme Süreci,2,İnceleme,Merkez'den Denetim,İnceleme
4398,3,4/18/2022,Diğer,5,Diğer,Ortak Alan Çalışması,2021-2022 çalışmalarının düzenlenmesi
4419,26,4/18/2022,Bolu Göynük Termik Santrali - Santral Müdür Yardımcısı Hakkında İddialar,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Mola
14850,14,7/27/2023,Madagaskar Santral İşletme Teknik Süreçleri Denetimi,8.5,Rapor Yazımı,Taslak Rapor Yazımı,Madagaskar Santral İşletme Teknik Süreçleri Denetimi
13556,30,5/5/2023,2. El Satış ve Kiralama Süreci,4,Rapor Yazımı,Taslak Rapor Değerlendirme,Bulgu ve taslak rapor değerlendirme
8078,9,8/31/2022,Diğer-Telefon&Mail Trafiği + Time Report Girişi,1,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği + Time Report Girişi
3567,3,3/28/2022,Çanakkale Doğalgaz Dağıtım A.Ş. Uzaktan Denetim,1,İnceleme,Merkez'den Denetim,Yerel Satın Alma Süreci
9609,14,10/25/2022,Özbekistan Santral Denetimi,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,"Özbekistan Santral Denetimi - Mutabakat Toplantısı 
Cevapların İşlenmesi ve kontrolü"
5709,16,6/2/2022,Idari&Diğer,1,Diğer,Diğer Kişisel İşler,Mola
1892,14,2/17/2022,Timesheet girişi,0.5,İdari,Diğer,Timesheet girişi
5387,6,5/25/2022,"Diğer (Sigara, wc, gazete okuma, vb.)",1,Diğer,Diğer Kişisel İşler,"Diğer (Sigara, wc, gazete okuma, vb.)"
566,13,1/17/2022,Siirt-Batman Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,Ön Hazırlık,Data Temini&Data Hazırlama,Siirt-Batman Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi İçin ABYS Raporlarının Sistemden Çekilmesi
13147,2,4/6/2023,MTA Bağlantı Görüşü ve Stok Farkları,8.5,İnceleme,Toplantı (Şirket Yöneticileri),saha inceleme ve görüşme
3923,15,4/5/2022,Enerji - Lojistik ve Gümrük Müdürlüğü İddialar,1.5,İnceleme,Toplantı (Ekip İçi),Rıdvan Kanca ile denetim taslak raporu üzerine toplantı
12690,11,3/6/2023,Hukuk Operasyonları Süreci Denetimi,7.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Hukuk Denetimine ilişkin incelemeler yapılarak çalışma kağıtları üzerinde kontroller sağlanmaktadır.
7957,12,8/17/2022,Özbekistan Santral Denetimi,8.5,İnceleme,Toplantı (Ekip İçi),"güncel durum üzerinden görüşüldü, iş paylaşımı yapıldı ve çalışmalara devam edildi"
1404,30,2/7/2022,Faturalandırma Denetimi (Jeneratör),2,Ön Hazırlık,Data Temini&Data Hazırlama,Dataların çalışma formatına getirilmesi
1168,3,2/2/2022,Elazığ Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Merkez'den Denetim,Masraf Takip Süreci İnceleme
5927,30,6/9/2022,Aksa Satış ve Pazarlama A.Ş. Adana Şubesi Olağan Denetim - Tam Kapsam,1.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Rapor tamamlandı (mutabakat yanıtları beklenmekte)
5759,30,6/2/2022,Aksa Satış ve Pazarlama A.Ş. Antalya Şubesi Olağan Denetim - Tam Kapsam,5,Rapor Yazımı,Taslak Rapor Değerlendirme,Bulgu formatlarının değerlendirilmesi
10569,21,12/5/2022,Ödemeler Süreç Denetim-Tüm Sektörler,7.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma kağıtlarının düzenlenmesi
15450,25,8/24/2023,Gider Denetimi,3.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Naci Bey'in talep ettiği detay çalışmanın gerçekleştirilmesi
5679,21,6/1/2022,"THY Mevzuatı, EPSAŞ-EDAŞ Hukuki Ayrışması ve EPSAŞ Ana İş Kolu Dışındaki Faaliyetlerinin İncelenmesi (Rekabet Kanunu)",2,Rapor Yazımı,Taslak Rapor Yazımı,Raporun revize edilmesi
5989,21,6/10/2022,Telefon ve maileşme,1,Diğer,Telefon&Mail Trafiği,Telefon ve maileşme
10929,2,12/22/2022,EDAŞ-Planlı Bakım Denetimi,8.5,Rapor Yazımı,Taslak Rapor Yazımı,taslak rapor yazım ve değerlendirme
8483,21,9/13/2022,Cookshop Şirket Denetimi,7.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma Kağıtlarının hazırlanması
1293,13,2/3/2022,telefon&mail trafiği,1,Diğer,Telefon&Mail Trafiği,telefon&mail trafiği
1508,14,2/9/2022,Diğer-Telefon&Mail Trafiği,1,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği
12399,12,2/8/2023,EDAŞ Saha Notları ve İş Emirleri Süreç Denetim,8.5,İnceleme,Toplantı (Ekip İçi),Denetimin güncel durumu üzerinden takip gerçekleştirildi
5477,9,5/27/2022,Doğalgaz Yatırımları Sözleşme Süre Uzatımları Denetimi,1,İnceleme,Toplantı (Ekip İçi),Gözen Hanım ve Merve Hanım ile doğalgaz denetim raporu toplantısı
146,21,1/5/2022,EDAŞ - Elazığ Merkez İlçe Yöneticisi Ferhat Bulut Hakkında İddialar (Soruşturma),1,Ön Hazırlık,Toplantı (Ekip İçi),Samet yavuz ile elektrik süreçlerinin görüşülmesi
9190,14,10/7/2022,Cookshop Şirket Denetimi,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Cookshop Cevapların İşlenmesi ÇK ve RKM İşlemleri
