Finding_ID,Finding Creation Date,Finding Status,Risk Type,Risk Severity,Probabilty,Effect,Audit Report Number
2023_018_003.001,7/25/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2023_018
2022_016_011.001,6/23/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,3,1,2022_016
2023_022_008.001,7/4/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Düşük,1,1,2023_022
2021_002_004.001,3/29/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,3,2,2021_002
2022_003_009.002,4/18/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2022_003
2021_003_002.001,3/15/2021,Tamamlandı,Uyum Riski - Yasal Regulasyonlara Uyum Riski,Orta,2,2,2021_003
2022_012_001.004,6/15/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_012
2022_063_004.015,3/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2022_063
2022_010_016.001,4/21/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Düşük,3,1,2022_010
2022_063_002.014,3/20/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2022_063
2022_019_001.001,6/21/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2022_019
2021_007_005.003,4/24/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,3,2,2021_007
2021_058_018.001,1/27/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Stratejik Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,3,2021_058
2022_055_018.006,12/5/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Dışsal Risk",Orta,3,2,2022_055
2022_009_010.001,4/15/2022,Tamamlandı,Finansal Risk,Orta,2,2,2022_009
2022_053_011.001,12/28/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Düşük,2,1,2022_053
2022_014_013.002,4/21/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Düşük,2,1,2022_014
2022_011_002.003,5/15/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,4,2022_011
2021_017_004.001,5/5/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_017
2022_063_004.014,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2022_063
2023_003_001.007,4/4/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,4,2023_003
2022_055_001.001,11/23/2022,Süreç Sahibine Atanan Bulgu,Finansal Risk,Kritik,4,4,2022_055
2021_024_004.001,6/16/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,1,2021_024
2023_002_002.004,5/8/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,4,2023_002
2022_063_002.011,3/20/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2022_063
2023_018_001.001,7/25/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2023_018
2021_028_002.002,9/20/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_028
2021_032_001.003,10/20/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Kritik,4,4,2021_032
2021_008_009.001,3/15/2021,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,2,1,2021_008
2021_008_005.003,3/15/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_008
2021_032_002.010,10/20/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_032
2021_011_001.001,3/17/2021,Tamamlandı,Uyum Riski - Yasal Regulasyonlara Uyum Riski,Orta,2,3,2021_011
2022_032_004.003,6/24/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Düşük,1,2,2022_032
2022_051_001.001,11/28/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_051
2023_013_001.002,5/7/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Yüksek,3,3,2023_013
2021_058_026.001,1/27/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,2,3,2021_058
2021_008_014.001,3/15/2021,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,1,1,2021_008
2023_016_002.014,7/21/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2023_016
2021_008_013.001,3/15/2021,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,1,1,2021_008
2021_008_001.002,3/15/2021,Tamamlandı,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,3,2021_008
2022_065_001.001,1/29/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Yüksek,3,3,2022_065
2022_055_021.003,11/25/2022,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Personel Kaynaklı Risk,Orta,2,3,2022_055
2023_017_002.004,7/28/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_017
2022_003_022.001,5/27/2022,Tamamlandı,Finansal Risk,Düşük,3,1,2022_003
2023_005_002.003,5/19/2023,Süreç Sahibi Yöneticisinin Onayında Bekliyor,Finansal Risk,Yüksek,4,3,2023_005
2022_032_004.001,6/24/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Düşük,1,2,2022_032
2021_037_010.011,12/3/2021,Süreç Sahibi Yöneticisinin Onayında Bekliyor,Finansal Risk,Orta,3,2,2021_037
2022_063_003.017,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,3,2,2022_063
2022_063_001.013,3/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2022_063
2022_017_003.003,8/10/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2022_017
2022_062_002.001,2/1/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_062
2022_030_003.005,6/23/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,1,3,2022_030
2022_010_018.001,4/21/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Düşük,2,1,2022_010
2022_022_003.001,5/11/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Orta,2,3,2022_022
2021_008_012.001,3/15/2021,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,1,1,2021_008
2021_037_010.006,12/3/2021,Süreç Sahibi Yöneticisinin Onayında Bekliyor,Finansal Risk,Orta,3,2,2021_037
2022_055_009.004,11/28/2022,Tamamlandı,Finansal Risk,Yüksek,4,3,2022_055
2023_007_001.024,5/9/2023,Süreç Sahibine Atanan Bulgu,,,,,2023_007
2022_063_004.007,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2022_063
2021_004_010.003,3/15/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,2,2021_004
2021_020_010.001,7/8/2021,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Düşük,1,1,2021_020
2021_003_006.002,3/15/2021,Tamamlandı,"Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2021_003
2022_003_001.001,4/18/2022,Tamamlandı,Finansal Risk,Yüksek,3,3,2022_003
2021_035_008.001,11/11/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,2,2021_035
2023_022_023.001,7/4/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Orta,1,3,2023_022
2023_007_002.002,5/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_007
2023_022_014.001,7/4/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Yüksek,4,3,2023_022
2022_012_001.002,6/15/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_012
2022_055_011.002,11/28/2022,Tamamlandı,Finansal Risk,Yüksek,3,3,2022_055
2021_043_001.002,1/3/2022,Tamamlandı,Finansal Risk,Yüksek,3,3,2021_043
2021_004_003.001,3/15/2021,Tamamlandı,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,2,2021_004
2021_058_028.001,1/27/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,3,2021_058
2021_032_005.001,10/20/2021,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Orta,2,2,2021_032
2023_025_002.009,8/4/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_025
2021_037_006.007,12/3/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2021_037
2022_030_003.003,6/23/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,1,3,2022_030
2022_003_010.001,4/18/2022,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,1,1,2022_003
2022_003_023.001,5/27/2022,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_003
2022_055_021.002,11/25/2022,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Personel Kaynaklı Risk,Orta,2,3,2022_055
2022_012_003.001,6/15/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,3,2,2022_012
2021_048_001.001,12/9/2021,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Orta,2,2,2021_048
2022_014_014.001,4/21/2022,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,1,2022_014
2021_022_002.002,7/6/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,1,2021_022
2023_022_028.001,7/4/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Kritik,4,4,2023_022
2023_022_034.001,7/4/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Yüksek,3,4,2023_022
2022_063_004.003,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2022_063
2021_016_001.004,6/7/2021,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2021_016
2021_058_020.001,1/27/2022,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Orta,3,2,2021_058
2022_006_001.007,4/14/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_006
2021_023_001.005,9/2/2021,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Personel Kaynaklı Risk,Orta,4,4,2021_023
2021_008_007.001,3/15/2021,Tamamlandı,Uyum Riski - Yasal Regulasyonlara Uyum Riski,Düşük,1,2,2021_008
2022_032_003.003,6/24/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,1,3,2022_032
2021_043_007.001,1/3/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Düşük,1,2,2021_043
2022_055_013.004,11/25/2022,Tamamlandı,Finansal Risk,Yüksek,3,3,2022_055
2021_054_001.001,3/15/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Dışsal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,4,2021_054
2022_016_022.001,6/23/2022,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2022_016
2022_051_009.001,11/28/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Orta,1,3,2022_051
2021_003_011.002,3/15/2021,Tamamlandı,Finansal Risk,Düşük,1,2,2021_003
2021_027_004.002,9/13/2021,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Düşük,1,1,2021_027
2021_003_021.001,3/15/2021,Denetim Onayında Bekliyor,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Düşük,1,1,2021_003
2022_055_012.002,11/28/2022,Tamamlandı,Finansal Risk,Yüksek,3,3,2022_055
2021_003_015.003,3/15/2021,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,1,2021_003
2022_048_003.002,3/1/2023,Denetim Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,2,2022_048
2021_032_006.001,10/20/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_032
2021_002_006.004,3/29/2021,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Düşük,1,1,2021_002
2022_026_002.001,6/24/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,2,1,2022_026
2021_058_006.001,1/27/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,3,2021_058
2023_005_003.001,5/19/2023,Tamamlandı,Finansal Risk,Orta,3,2,2023_005
2023_020_003.001,7/9/2023,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_020
2021_055_001.002,1/4/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_055
2021_037_001.003,12/1/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2021_037
2023_025_002.004,8/4/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_025
2021_004_009.001,3/15/2021,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2021_004
2021_032_002.008,10/20/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_032
2023_003_002.002,4/4/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,3,2023_003
2022_052_001.003,12/19/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Dışsal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,4,2022_052
2022_032_004.002,6/24/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Düşük,1,2,2022_032
2021_004_011.001,3/15/2021,Tamamlandı,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,1,3,2021_004
2022_055_018.004,12/5/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Dışsal Risk",Orta,3,2,2022_055
2023_007_001.005,5/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,2,4,2023_007
2022_004_005.001,3/18/2022,Tamamlandı,Finansal Risk,Orta,1,3,2022_004
2022_016_018.002,6/23/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,2,1,2022_016
2022_020_001.002,7/18/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,3,2,2022_020
2022_009_012.001,4/15/2022,Süreç Sahibine Atanan Bulgu,Finansal Risk,Düşük,1,1,2022_009
2022_010_010.001,4/21/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2022_010
2021_003_005.003,3/15/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_003
2021_004_005.002,3/15/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,2,2021_004
2023_002_003.004,5/8/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2023_002
2022_056_007.005,11/22/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2022_056
2021_043_004.001,1/3/2022,Denetim Yönetimi Onayında Bekliyor,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,2,2,2021_043
2023_022_021.001,7/4/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Yüksek,2,4,2023_022
2023_008_002.006,4/11/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2023_008
2022_063_006.008,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2022_063
2021_027_001.002,9/13/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,2,3,2021_027
2021_002_008.002,3/29/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,1,2021_002
2021_027_002.002,9/13/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,1,3,2021_027
2022_003_021.001,4/18/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_003
2022_003_006.002,4/18/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,1,3,2022_003
2022_063_003.011,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,3,2,2022_063
2021_037_010.001,12/3/2021,Tamamlandı,Finansal Risk,Orta,3,2,2021_037
2021_032_002.005,10/20/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_032
2021_015_006.001,6/3/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk",Düşük,1,1,2021_015
2021_020_004.001,8/11/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_020
2022_047_001.004,1/10/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_047
2021_037_006.013,1/10/2022,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2021_037
2022_006_006.003,4/14/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk",Orta,2,2,2022_006
2021_015_003.004,6/3/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,3,2,2021_015
2021_003_017.003,3/15/2021,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,1,1,2021_003
2021_042_001.001,12/28/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Dışsal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,3,2021_042
2022_063_003.007,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,3,2,2022_063
2023_007_001.004,5/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,2,4,2023_007
2022_009_013.002,4/15/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_009
2022_051_003.003,11/28/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_051
2021_003_011.001,3/15/2021,Tamamlandı,Finansal Risk,Düşük,1,2,2021_003
2021_042_002.002,12/30/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Dışsal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2021_042
2022_017_003.006,8/10/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2022_017
